,lr,momentum,model,data,width,temperature,weight_decay,sampling_decay,n_epochs,status,the_dir,result.lp_ensemble,result.lp_last,result.acc_ensemble,result.acc_last,result.ece,result.ace,result.rmsce,calibration.acc_ensemble,calibration.acc_last,calibration.ace,calibration.ece,calibration.lp_ensemble,calibration.lp_last,calibration.rmsce,calibration.auprc,calibration.auroc,ood.acc_ensemble,ood.acc_last,ood.ace,ood.ece,ood.lp_ensemble,ood.lp_last,ood.rmsce,ood.auprc,ood.auroc
13,0.05,0.9,classificationconvnet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/146,-1.2926629478923568,-1.3040064734458923,0.9071999788284302,0.907800018787384,0.081973506001059,0.016138563093441145,0.014847679345890397,0.907800018787384,0.907800018787384,0.015097336600817045,0.07744183695348564,-1.0866788906272153,-1.3040066502571106,0.013144082195772443,,,0.10849999636411667,0.10899999737739563,,,-35.46036772294506,-43.62140243015289,,0.6844470018926068,0.7312955050000001
14,0.05,0.9,classificationconvnet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/71,-0.058681992092029574,-0.058798861789703366,0.9918000102043152,0.9916999936103821,0.007029041721693134,0.0007763091009091363,0.002670648208815433,0.8046000003814697,0.8046000003814697,0.033564770528734626,0.17527993509113032,-3.7492499401096757,-3.7628385278542837,0.01590996656878558,,,0.1257999986410141,0.1256999969482422,,,-16.54071791851286,-16.601205724322796,,0.9438474907759609,0.9607156400000001
15,0.05,0.9,googleresnet,cifar10,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/186,-1.2605958725422088,-1.2762422662258148,0.836899995803833,0.8373000025749207,0.13062367888003829,0.025859115534782064,0.01953918149150252,0.6177399754524231,0.6150000095367432,0.06473636790441446,0.3186953767346656,-3.4642676818540115,-3.5163831357812882,0.016350073783624464,,,0.13030116260051727,0.1318761557340622,,,-15.818130892663246,-15.72644427279497,,0.6319194529761345,0.7779163279809465
16,0.05,0.9,classificationdensenet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/182,-1.0555978530400607,-1.2647993327379228,0.8801000118255615,0.8802000284194946,0.09737677475414881,0.019127395402227326,0.015555823409517222,0.8805000185966492,0.8802000284194946,0.017858312955814165,0.09145301038964854,-0.7736012176454455,-1.2647992924451827,0.01441140701951037,,,0.14380000531673431,0.14249999821186066,,,-28.393906572900807,-39.29745446703434,,0.643445425366703,0.6679407749999999
17,0.05,0.9,classificationconvnet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/154,-0.05218383500933901,-0.05228074073791504,0.9907000064849854,0.9907000064849854,0.007200052243762479,0.0007333735654469891,0.0034407191051126864,0.8101333379745483,0.8101000189781189,0.032018402135377294,0.17005832331094892,-3.496788155385802,-3.508926631053289,0.015350382359010255,,,0.06040000170469284,0.06040000170469284,,,-16.984997425916614,-17.044712129712106,,0.909147104853464,0.93963741
18,0.05,0.9,classificationdensenet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/63,-0.12184393088789834,-0.1220233512878418,0.9815000295639038,0.9815000295639038,0.013987810754214722,0.0020612780208170986,0.004679464617050275,0.7638999819755554,0.763866662979126,0.041031842818257974,0.2106006614046091,-4.125557729605119,-4.137077363912264,0.017359879374999575,,,0.07039999961853027,0.07029999792575836,,,-25.8098602634719,-25.8887263538599,,0.7959900095611224,0.852457735
19,0.05,0.9,googleresnet,cifar10_augmented,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/43,-0.6307154183279278,-0.6809643504142762,0.900600016117096,0.9003000259399414,0.07647020728505524,0.014857489059322108,0.013438532996304283,0.6006199717521667,0.6009200215339661,0.06643807863119369,0.3103712090709604,-3.2963713562378256,-4.026643727211952,0.016069279756133058,,,0.11209280788898468,0.11167025566101074,,,-13.750170756290824,-18.31134558767172,,0.7882912390813546,0.8574516172403196
20,0.05,0.9,classificationdensenet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/176,-0.12859543391902065,-0.1287769275665283,0.9800000190734863,0.9800000190734863,0.015592292488478375,0.002044049477555462,0.005314602401679228,0.7628333568572998,0.7628999948501587,0.04157402215108693,0.21152555019859348,-3.97557890144715,-3.986616683761279,0.017515994489317857,,,0.06319999694824219,0.06319999694824219,,,-22.710688805381857,-22.780583205199243,,0.8243568297943824,0.86998942
21,0.05,0.9,classificationdensenet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/58,-0.15548352691065975,-0.15562286994457245,0.9799000024795532,0.9799000024795532,0.016445817256574426,0.002173395949776047,0.00570118124513423,0.7680333256721497,0.7680666446685791,0.04137848566541011,0.20895521955411622,-4.339758006520956,-4.346767057307561,0.017581837504838167,,,0.06480000168085098,0.06480000168085098,,,-26.27445776847871,-26.323945548391343,,0.8495088298831687,0.8950055349999999
22,0.05,0.9,googleresnet,cifar10,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/153,-1.2334995127431632,-1.2586806321144104,0.8353000283241272,0.8349999785423279,0.13117998005934856,0.025718059380890047,0.019179787473316088,0.6043400168418884,0.6045600175857544,0.06706265265125562,0.327993592929955,-3.794341579131817,-3.8453347625923158,0.01688950058935217,,,0.12503841519355774,0.125,,,-17.470747629311454,-17.658650146848817,,0.6361268409056214,0.7711081860786724
23,0.05,0.9,classificationconvnet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/66,-0.055237038249104455,-0.055349753189086914,0.9904999732971191,0.9904999732971191,0.0075132002892274626,0.0007338939303928182,0.003500971618141966,0.8055333495140076,0.8054999709129333,0.032919844250296454,0.17387605866078418,-3.5433679615549045,-3.5559401215871174,0.01572243755430743,,,0.11789999902248383,0.11789999902248383,,,-14.837520458919666,-14.890193090426921,,0.9670047704291695,0.974279695
24,0.05,0.9,classificationdensenet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/74,-1.0825728593100645,-1.2733327950954436,0.8759999871253967,0.8758999705314636,0.10131862104420236,0.019911978126988507,0.01613899413170469,0.876800000667572,0.8758999705314636,0.01894352006412946,0.09651204763434888,-0.8402195530723408,-1.2733326778411864,0.015261131674880243,,,0.11949999630451202,0.11720000207424164,,,-27.3186055405939,-36.8872894140482,,0.6585455843930271,0.689268145
25,0.05,0.9,classificationconvnet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/184,-0.05398140144579901,-0.054089777660369875,0.9907000064849854,0.9907000064849854,0.007608496710399659,0.0006380035591298592,0.003449181922242777,0.8095333576202393,0.8095333576202393,0.0321892856029454,0.1702557435227975,-3.5934821837837716,-3.606498709170024,0.015382635672402023,,,0.0989999994635582,0.09910000115633011,,,-15.681892030791147,-15.736082019805908,,0.9532670810816135,0.9662955799999999
26,0.05,0.9,googleresnet,cifar10,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/170,-1.2842890276563244,-1.3070969023704528,0.8363000154495239,0.8353999853134155,0.13129037813191397,0.026087393133452687,0.018862788696286294,0.6150400042533875,0.61353999376297,0.06628320983080951,0.3240786095574811,-3.751794195460136,-3.803158850207329,0.016550308246323357,,,0.12365549802780151,0.12369391322135925,,,-17.678986416895395,-17.732968185080953,,0.5911307756140257,0.7583900046097112
27,0.05,0.9,classificationdensenet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/188,-1.0678497639913833,-1.2723170451641084,0.8830999732017517,0.8830000162124634,0.0955283221927373,0.018719923779381337,0.015380625947552995,0.8841000199317932,0.8830000162124634,0.017437553770068566,0.09017224281004169,-0.8042210516297951,-1.2723169981718063,0.01443064050766047,,,0.10589999705553055,0.10540000349283218,,,-27.43848068334475,-35.933059630680084,,0.7035417354205559,0.7321385300000001
28,0.05,0.9,googleresnet,cifar10_augmented,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/20,-0.6005437973395475,-0.6483385340690613,0.9041000008583069,0.9039999842643738,0.07236744296647722,0.01417162746506658,0.013074021267572598,0.5868800282478333,0.5929999947547913,0.06910257711818224,0.32893402312858083,-3.7222221545577168,-4.910018568468094,0.01743286568403498,,,0.10909649729728699,0.10878918319940567,,,-13.546184709144109,-17.383140217519713,,0.8227535916474269,0.866951346419791
29,0.05,0.9,googleresnet,cifar10,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/60,-1.25687294661603,-1.2732543566465377,0.838699996471405,0.8399999737739563,0.13016249205916508,0.025687688859440436,0.018851147722563882,0.6082000136375427,0.6107199788093567,0.06658524155189297,0.3243496985852985,-3.849299798491618,-3.8533215390777587,0.01656927792316633,,,0.13598647713661194,0.13767670094966888,,,-18.536198588915017,-18.80334243367952,,0.5336516008464992,0.7343657594499078
30,0.05,0.9,classificationconvnet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/175,-1.2963978914153436,-1.3084029455184936,0.9039000272750854,0.9036999940872192,0.08555170310630143,0.01682251328557661,0.015226183814248735,0.9031000137329102,0.9036999940872192,0.016143162225523686,0.08175461269416795,-1.0860527311762882,-1.3084029267311097,0.013722908755662266,,,0.09650000184774399,0.09690000116825104,,,-40.30390560160903,-46.43552860965729,,0.6507535174693964,0.700532465
31,0.05,0.9,googleresnet,cifar10_augmented,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/11,-0.6379286095105765,-0.6952112642765045,0.9017999768257141,0.9010999798774719,0.07555436772914148,0.014851715692978969,0.013398902235782413,0.6236000061035156,0.6198800206184387,0.062100116286316634,0.2956273319776684,-3.2214087719048785,-4.0422799819231034,0.01573499322729579,,,0.12135064601898193,0.12069760262966156,,,-14.441579990839994,-17.35720348704352,,0.8292522518599392,0.872802696681008
32,0.05,0.9,googleresnet,cifar10,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/65,-1.2656974404654417,-1.2806540988683701,0.8353999853134155,0.8348000049591064,0.13230523840175026,0.025905223970670826,0.019523125132876108,0.6178200244903564,0.6232399940490723,0.06576766199185678,0.3207484561503303,-3.8904819169648737,-3.8293420323133467,0.016338438514160326,,,0.13364320993423462,0.1346035599708557,,,-17.615320049046474,-17.632657459357176,,0.562718079468643,0.7444398951290719
33,0.05,0.9,googleresnet,cifar10_augmented,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/49,-0.5938797809181515,-0.6367183552503586,0.9032999873161316,0.9047999978065491,0.07169718612778037,0.013911699633162244,0.012887701094973647,0.5956199765205383,0.5963600277900696,0.0667512875745276,0.3170804477169219,-3.818525781976474,-4.74467183886528,0.01663913429701288,,,0.12814997136592865,0.1283804476261139,,,-14.503687144960297,-17.094837519055726,,0.8029356086125965,0.8651126325291948
34,0.05,0.9,classificationconvnet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/179,-0.05185134194689981,-0.051945796251297,0.9912999868392944,0.9912999868392944,0.007010710331283024,0.0007253037391622675,0.0031841144452777895,0.8066999912261963,0.8066333532333374,0.03264619407736776,0.17262420248812357,-3.5501214606171336,-3.5625741108735403,0.015743101090951395,,,0.08420000225305557,0.08410000056028366,,,-17.200020198117556,-17.263820572292804,,0.9221144310020903,0.947529285
35,0.05,0.9,googleresnet,cifar10,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/178,-1.202297820786237,-1.2270062247991562,0.8337000012397766,0.8327999711036682,0.13162973527225275,0.02602058647721438,0.01950237892339155,0.5922999978065491,0.5963600277900696,0.07054711772253255,0.3421148544938042,-4.316232100085006,-4.2750312338256835,0.017487951727619033,,,0.11712507903575897,0.11528119444847107,,,-17.56775835793453,-17.382532375369543,,0.5595630663444721,0.7398044983097726
36,0.05,0.9,classificationdensenet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/68,-0.12938666381080793,-0.12954923439025878,0.9810000061988831,0.9810000061988831,0.015120539534678604,0.0019513060517592062,0.005150885424950072,0.7636333107948303,0.7635999917984009,0.04166279227967011,0.20999235555468324,-4.149569096451197,-4.159485225995382,0.017815215268503597,,,0.12129999697208405,0.12129999697208405,,,-26.105867538482723,-26.171056801366806,,0.8383356007293002,0.881298635
37,0.05,0.9,googleresnet,cifar10_augmented,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/46,-0.579468347953588,-0.625548820567131,0.9075000286102295,0.9067999720573425,0.06789957691460996,0.013530904296300203,0.012316597051109596,0.6290599703788757,0.626039981842041,0.0613561038995027,0.2923503472041742,-3.1271572897991544,-3.9342293120002747,0.015735465587826562,,,0.11286109685897827,0.11297633498907089,,,-12.441856957470709,-15.471168920690836,,0.8395739985141442,0.8724552915642286
38,0.05,0.9,googleresnet,cifar10,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/143,-1.2433722532606648,-1.2622554890990256,0.8359000086784363,0.8359000086784363,0.13165376553810226,0.02607021240445952,0.01962207782262002,0.6075400114059448,0.6129199862480164,0.06672009411819142,0.32547986644331844,-3.78999190103229,-3.7108974462604523,0.016797919007570574,,,0.14220958948135376,0.14036570489406586,,,-16.28440246012418,-16.07268778824997,,0.6589993875365416,0.7919442320989551
39,0.05,0.9,classificationdensenet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/187,-0.13685162575088947,-0.13700545434951783,0.9815000295639038,0.9815000295639038,0.01546407945075212,0.00222917447757215,0.0053522611877373375,0.7735999822616577,0.7735999822616577,0.03968580470525541,0.20205610381274042,-3.7149759418315114,-3.7234278742074967,0.01688202056103847,,,0.05920000001788139,0.05909999832510948,,,-23.50117405158708,-23.555784835886953,,0.8151551379975063,0.86747207
40,0.05,0.9,classificationconvnet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/190,-0.05522119906477001,-0.055333403968811035,0.9902999997138977,0.9902999997138977,0.008342945034250608,0.000756265912909489,0.003932343004199049,0.8043000102043152,0.8043333292007446,0.03337536901549855,0.17540698079401587,-3.7198753045179815,-3.733647583993276,0.015905991236004096,,,0.09549999982118607,0.09549999982118607,,,-15.384118642679136,-15.443572232317925,,0.9575437543851866,0.96824281
41,0.05,0.9,googleresnet,cifar10_augmented,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/52,-0.6292837107899053,-0.6800194509506226,0.9057000279426575,0.9056000113487244,0.07181803468248027,0.014233646241057388,0.012640949132085353,0.5885599851608276,0.5885400176048279,0.06711644088767918,0.3194978318900622,-3.13362427842741,-4.1293194530105595,0.016887476352596246,,,0.11047940701246262,0.11063306778669357,,,-12.430271735875547,-15.962485180459069,,0.8254529793011889,0.8751094153349723
42,0.05,0.9,classificationconvnet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/196,-1.283655763660876,-1.2935696781158448,0.9067000150680542,0.9065999984741211,0.0834609963738175,0.016237202657790845,0.015226352078686181,0.9064000248908997,0.9065999984741211,0.015433097667121256,0.07876266546172832,-1.0622460823439983,-1.2935696702957153,0.013558934367159091,,,0.09910000115633011,0.09809999912977219,,,-35.34110944253793,-40.594036623811725,,0.6802588446265516,0.7315546900000001
43,0.05,0.9,classificationdensenet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/198,-1.0007556254872039,-1.1749884423732757,0.8794999718666077,0.878600001335144,0.09746359047944868,0.018852402467819593,0.015949436283698347,0.8794999718666077,0.878600001335144,0.017689019694336613,0.09157650939436204,-0.7565399096529936,-1.1749884097337724,0.014487540728031729,,,0.13809999823570251,0.13840000331401825,,,-35.16004788240024,-46.70298295807839,,0.6164313926809161,0.648240505
44,0.05,0.9,classificationdensenet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/69,-1.0386432450583922,-1.2316175991296767,0.8787000179290771,0.8784999847412109,0.09809231427121338,0.019470510079242647,0.016025944366788326,0.8787999749183655,0.8784999847412109,0.0185535821674852,0.09324186494845745,-0.802237901835085,-1.2316176235437393,0.015481593732426106,,,0.11999999731779099,0.12120000272989273,,,-27.39668351540273,-36.09112435028553,,0.672520699167888,0.7047290100000001
45,0.05,0.9,googleresnet,cifar10_augmented,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/17,-0.5762691387204272,-0.624053179359436,0.9092000126838684,0.9085000157356262,0.06836154162661887,0.01349717652738381,0.012230518440886238,0.5969200134277344,0.5930399894714355,0.06709789097765727,0.31368457778133585,-3.678192452402863,-4.397396440479755,0.016605708206421106,,,0.11278426647186279,0.11336047947406769,,,-12.673069407151006,-15.458246340758791,,0.8381319583184152,0.8787798805316533
46,0.05,0.9,classificationconvnet,mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/56,-0.05960423229752214,-0.05972901501655579,0.9902999997138977,0.9902999997138977,0.007935499233367244,0.0007879482513362151,0.003575363400642961,0.8055999875068665,0.8056666851043701,0.033077257075797985,0.1744612120014949,-3.704873613581858,-3.718264156214396,0.015754803394887683,,,0.1607999950647354,0.1607999950647354,,,-15.965045411396897,-16.02458541240692,,0.9511352234565851,0.9637184000000001
47,0.05,0.9,googleresnet,cifar10_augmented,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/14,-0.5858504885718586,-0.629990109205246,0.9039999842643738,0.9034000039100647,0.07217278680316636,0.014274704564173757,0.013186933098551224,0.6332600116729736,0.6290000081062317,0.06062245098789434,0.28401308717307905,-2.9711977588018152,-3.6801757774162294,0.014832892718053796,,,0.11247695237398148,0.11186232417821884,,,-10.273316086125648,-13.039007754461782,,0.8540170244164801,0.8927811923786109
48,0.05,0.9,classificationconvnet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/185,-1.2508373024904564,-1.260233699321747,0.9046000242233276,0.9047999978065491,0.08496263901137353,0.01663737457176449,0.015696104330365734,0.9039999842643738,0.9047999978065491,0.015846757753559017,0.0815043606451601,-1.0709571253346435,-1.2602336428642273,0.014302942591932499,,,0.12680000066757202,0.12630000710487366,,,-38.659993996575196,-45.02879379758835,,0.6346104427627048,0.6835805099999999
49,0.05,0.9,classificationconvnet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/57,-1.3793240119637313,-1.392108019733429,0.9006999731063843,0.9007999897003174,0.08984238946234138,0.017331057226455816,0.01627075774607957,0.9009000062942505,0.9007999897003174,0.016644701378014284,0.08603608024813755,-1.1562214793228174,-1.392107949924469,0.015037981309524785,,,0.09600000083446503,0.09560000151395798,,,-40.16455077136514,-42.86726963334083,,0.6459330514407339,0.6982006350000001
50,0.05,0.9,classificationdensenet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/193,-1.0087635653628946,-1.1867892687797545,0.8859999775886536,0.8851000070571899,0.09172568646347673,0.01808961389914527,0.014581821615100729,0.8862000107765198,0.8851000070571899,0.017066023038876114,0.08663982650919103,-0.7844514199075929,-1.1867892413616181,0.013618426832999965,,,0.11289999634027481,0.11339999735355377,,,-28.135677913010493,-37.65525793232918,,0.6600215935508652,0.68713058
51,0.05,0.9,classificationconvnet,fashion_mnist,64,0.0,0.0,stairs,600,COMPLETED,../logs/0_31_googleresnet_cifar10_sgd/191,-1.5596519584990298,-1.5679802691459657,0.9025999903678894,0.902400016784668,0.08957287680358152,0.017380239581086417,0.016600436376699158,0.9020000100135803,0.902400016784668,0.016752941881037646,0.08540215917221487,-1.35465373043245,-1.5679802363395692,0.01499796388953818,,,0.09870000183582306,0.09920000284910202,,,-47.125398958764386,-50.29017043814659,,0.6404986840260548,0.6936293850000002
